group,team,position_group,player
G,Belgium,Defender,Brandon Mechele
G,Belgium,Defender,Thomas Meunier
G,Belgium,Defender,Nathan Ngoy
G,Belgium,Defender,Joaquin Seys
G,Belgium,Defender,Arthur Theate
G,Belgium,Midfielder,Kevin De Bruyne
G,Belgium,Midfielder,Amadou Onana
G,Belgium,Midfielder,Nicolas Raskin
G,Belgium,Midfielder,Youri Tielemans
G,Belgium,Midfielder,Hans Vanaken
G,Belgium,Midfielder,Axel Witsel
G,Belgium,Forward,Charles De Ketelaere
G,Belgium,Forward,Jeremy Doku
G,Belgium,Forward,Matias Fernandez-Pardo
G,Belgium,Forward,Romelu Lukaku
G,Belgium,Forward,Dodi Lukebakio
G,Belgium,Forward,Diego Moreira
G,Belgium,Forward,Alexis Saelemaekers
G,Belgium,Forward,Leandro Trossard
G,Egypt,Goalkeeper,Mohamed El-Shenawy
G,Egypt,Goalkeeper,Mostafa Shobeir
G,Egypt,Goalkeeper,El-Mahdi Soliman
G,Egypt,Goalkeeper,Mohamed Alaa
G,Egypt,Defender,Mohamed Abdelmonem
G,Egypt,Defender,Mohamed Hany
G,Egypt,Defender,Yasser Ibrahim
G,Egypt,Defender,Hossam Abdelmaguid
G,Egypt,Defender,Ahmed Fattouh
G,Egypt,Defender,Tarek Alaa
G,Egypt,Defender,Rami Rabia
G,Egypt,Defender,Hamdi Fathi
G,Egypt,Defender,Karim Hafez
G,Egypt,Midfielder,Mohamed Salah
G,Egypt,Midfielder,Marwan Attia
G,Egypt,Midfielder,Ahmed Mostafa “Zizo”
G,Egypt,Midfielder,Mahmoud Hassan “Trezeguet”
G,Egypt,Midfielder,Emam Ashour
G,Egypt,Midfielder,Mostafa Abdel Raouf
G,Egypt,Midfielder,Mohannad Lasheen
G,Egypt,Midfielder,Haitham Hassan
G,Egypt,Midfielder,Mahmoud Saber
G,Egypt,Midfielder,Ibrahim Adel
G,Egypt,Midfielder,Nabil Emad
G,Egypt,Forward,Omar Marmoush
G,Egypt,Forward,Hamza Abdel Karim
G,Iran,Goalkeeper,Alireza Beiranvand
G,Iran,Goalkeeper,Seyed Hossein Hosseini
G,Iran,Goalkeeper,Payam Niazmand
G,Iran,Defender,Danial Eiri
G,Iran,Defender,Ehsan Hajsafi
G,Iran,Defender,Saleh Hardani
G,Iran,Defender,Hossein Kanaani
G,Iran,Defender,Shoja Khalilzadeh
G,Iran,Defender,Milad Mohammadi
G,Iran,Defender,Ali Nemati
G,Iran,Defender,Ramin Rezaeian
G,Iran,Midfielder,Rouzbeh Cheshmi
G,Iran,Midfielder,Saeid Ezatolahi
G,Iran,Midfielder,Mehdi Ghaedi
G,Iran,Midfielder,Saman Ghoddos
G,Iran,Midfielder,Mohammad Ghorbani
G,Iran,Midfielder,Alireza Jahanbakhsh
G,Iran,Midfielder,Mohammad Mohebi
G,Iran,Midfielder,Amir Mohammad Razzaghinia
G,Iran,Midfielder,Mehdi Torabi
G,Iran,Midfielder,Aria Yousefi
G,Iran,Forward,Ali Alipour
G,Iran,Forward,Dennis Dargahi
G,Iran,Forward,Amirhossein Hosseinzadeh
G,Iran,Forward,Mehdi Taremi
G,Iran,Forward,Shahriar Moghanlou
G,New Zealand,Goalkeeper,Max Crocombe
G,New Zealand,Goalkeeper,Alex Paulsen
G,New Zealand,Goalkeeper,Michael Woud
G,New Zealand,Defender,Tim Payne
G,New Zealand,Defender,Francis De Vries
G,New Zealand,Defender,Tyler Bindon
G,New Zealand,Defender,Michael Boxall
G,New Zealand,Defender,Liberato Cacace
G,New Zealand,Defender,Nando Pijnaker
G,New Zealand,Defender,Finn Surman
G,New Zealand,Defender,Callan Elliot
G,New Zealand,Defender,Tommy Smith
G,New Zealand,Midfielder,Lachlan Bayliss
G,New Zealand,Midfielder,Joe Bell
G,New Zealand,Midfielder,Matt Garbett
G,New Zealand,Midfielder,Eli Just
G,New Zealand,Midfielder,Ben Old
G,New Zealand,Midfielder,Alex Rufer
G,New Zealand,Midfielder,Sarpreet Singh
G,New Zealand,Midfielder,Marko Stamenic
G,New Zealand,Midfielder,Ryan Thomas
G,New Zealand,Forward,Kosta Barbarouses
G,New Zealand,Forward,Callum McCowatt
G,New Zealand,Forward,Jesse Randall
G,New Zealand,Forward,Ben Waine
G,New Zealand,Forward,Chris Wood
H,Spain,Goalkeeper,Unai Simon
H,Spain,Goalkeeper,David Raya
H,Spain,Goalkeeper,Joan Garcia
H,Spain,Defender,Pedro Porro
H,Spain,Defender,Marcos Llorente
H,Spain,Defender,Pau Cubarsi
H,Spain,Defender,Marc Pubill
H,Spain,Defender,Aymeric Laporte
H,Spain,Defender,Eric Garcia
H,Spain,Defender,Alex Grimaldo
H,Spain,Defender,Marc Cucurella
H,Spain,Midfielder,Rodri
H,Spain,Midfielder,Martin Zubimendi
H,Spain,Midfielder,Gavi
H,Spain,Midfielder,Pedri
H,Spain,Midfielder,Fabian Ruiz
H,Spain,Midfielder,Mikel Merino
H,Spain,Midfielder,Alex Baena
H,Spain,Forward,Dani Olmo
H,Spain,Forward,Lamine Yamal
H,Spain,Forward,Ferran Torres
H,Spain,Forward,Yeremy Pino
H,Spain,Forward,Nico Williams
H,Spain,Forward,Victor Munoz
H,Spain,Forward,Mikel Oyarzabal
H,Spain,Forward,Borja Iglesias
H,Cape Verde,Goalkeeper,Carlos dos Santos
H,Cape Verde,Goalkeeper,Marcio Rosa
H,Cape Verde,Goalkeeper,Vozinha
H,Cape Verde,Defender,Sidny Cabral
H,Cape Verde,Defender,Diney Borges
H,Cape Verde,Defender,Logan Costa
H,Cape Verde,Defender,Roberto Lopes
H,Cape Verde,Defender,Steven Moreira
H,Cape Verde,Defender,Wagner Pina
H,Cape Verde,Defender,Kelvin Pires
H,Cape Verde,Defender,Stopira
H,Cape Verde,Midfielder,Telmo Arcanjo
H,Cape Verde,Midfielder,Deroy Duarte
H,Cape Verde,Midfielder,Laros Duarte
H,Cape Verde,Midfielder,Joao Paulo Fernandes
H,Cape Verde,Midfielder,Jamiro Monteiro
H,Cape Verde,Midfielder,Kevin Pina
H,Cape Verde,Midfielder,Yannick Semedo
H,Cape Verde,Forward,Gilson Benchimol
H,Cape Verde,Forward,Jovane Cabral
H,Cape Verde,Forward,Dailon Livramento
H,Cape Verde,Forward,Ryan Mendes
H,Cape Verde,Forward,Nuno da Costa
H,Cape Verde,Forward,Garry Rodrigues
H,Cape Verde,Forward,Willy Semedo
H,Cape Verde,Forward,Helio Varela
H,Saudi Arabia,Goalkeeper,Nawaf Al Aqidi
H,Saudi Arabia,Goalkeeper,Mohamed Al Owais
H,Saudi Arabia,Goalkeeper,Ahmed Alkassar
H,Saudi Arabia,Defender,Saud Abdulhamid
H,Saudi Arabia,Defender,Jehad Thakri
H,Saudi Arabia,Defender,Abdulelah Al Amri
H,Saudi Arabia,Defender,Hassan Tambakti
H,Saudi Arabia,Defender,Ali Lajami
H,Saudi Arabia,Defender,Hassan Kadesh
H,Saudi Arabia,Defender,Moteb Al Harbi
H,Saudi Arabia,Defender,Nawaf Boushal
H,Saudi Arabia,Defender,Ali Majrashi
H,Saudi Arabia,Defender,Mohammed Abu Alshamat
H,Saudi Arabia,Midfielder,Ziyad Al Johani
H,Saudi Arabia,Midfielder,Nasser Al Dawsari
H,Saudi Arabia,Midfielder,Mohamed Kanno
H,Saudi Arabia,Midfielder,Abdullah Al Khaibari
H,Saudi Arabia,Midfielder,Alaa Al Hejji
H,Saudi Arabia,Midfielder,Musab Al Juwayr
H,Saudi Arabia,Midfielder,Sultan Mandash
H,Saudi Arabia,Midfielder,Ayman Yahya
H,Saudi Arabia,Midfielder,Khalid Al Ghannam
H,Saudi Arabia,Forward,Salem Al Dawsari
H,Saudi Arabia,Forward,Abdullah Al Hamdan
H,Saudi Arabia,Forward,Feras Al Brikan
H,Saudi Arabia,Forward,Saleh Al Shehri
H,Uruguay,Goalkeeper,Sergio Rochet
H,Uruguay,Goalkeeper,Fernando Muslera
H,Uruguay,Goalkeeper,Santiago Mele
H,Uruguay,Defender,Guillermo Varela
H,Uruguay,Defender,Ronald Araujo
H,Uruguay,Defender,Jose Maria Gimenez
H,Uruguay,Defender,Santiago Bueno
H,Uruguay,Defender,Sebastian Caceres
H,Uruguay,Defender,Mathias Olivera
H,Uruguay,Defender,Joaquin Piquerez
H,Uruguay,Defender,Matias Vina
H,Uruguay,Midfielder,Manuel Ugarte
H,Uruguay,Midfielder,Emiliano Martínez
H,Uruguay,Midfielder,Rodrigo Bentancur
H,Uruguay,Midfielder,Federico Valverde
H,Uruguay,Midfielder,Agustin Canobbio
H,Uruguay,Midfielder,Juan Manuel Sanabria
H,Uruguay,Midfielder,Giorgian De Arrascaeta
H,Uruguay,Midfielder,Nicolas De La Cruz
H,Uruguay,Midfielder,Rodrigo Zalazar
H,Uruguay,Midfielder,Facundo Pellistri
H,Uruguay,Midfielder,Maximiliano Araujo
H,Uruguay,Midfielder,Brian Rodriguez
H,Uruguay,Forward,Rodrigo Aguirre
H,Uruguay,Forward,Federico Vinas
H,Uruguay,Forward,Darwin Nunez
I,France,Goalkeeper,Mike Maignan
I,France,Goalkeeper,Robin Risser
I,France,Goalkeeper,Brice Samba
I,France,Defender,Lucas Digne
I,France,Defender,Malo Gusto
I,France,Defender,Lucas Hernandez
I,France,Defender,Theo Hernandez
I,France,Defender,Ibrahima Konate
I,France,Defender,Jules Kounde
I,France,Defender,Maxence Lacroix
I,France,Defender,William Saliba
I,France,Defender,Dayot Upamecano
I,France,Midfielder,N'Golo Kante
I,France,Midfielder,Manu Kone
I,France,Midfielder,Adrien Rabiot
I,France,Midfielder,Aurelien Tchouameni
I,France,Midfielder,Warren Zaire-Emery
I,France,Forward,Maghnes Akliouche
I,France,Forward,Bradley Barcola
I,France,Forward,Rayan Cherki
I,France,Forward,Ousmane Dembele
I,France,Forward,Desire Doue
I,France,Forward,Jean-Philippe Mateta
I,France,Forward,Kylian Mbappe
I,France,Forward,Michael Olise
I,France,Forward,Marcus Thuram
I,Senegal,Goalkeeper,Edouard Mendy
I,Senegal,Goalkeeper,Mory Diaw
I,Senegal,Goalkeeper,Yehvann Diouf
I,Senegal,Defender,Krepin Diatta
I,Senegal,Defender,Antoine Mendy
I,Senegal,Defender,Kalidou Koulibaly
I,Senegal,Defender,El Hadji Malick Diouf
I,Senegal,Defender,Mamadou Sarr
I,Senegal,Defender,Moussa Niakhate
I,Senegal,Defender,Abdoulaye Seck
I,Senegal,Defender,Ismail Jakobs
I,Senegal,Midfielder,Idrissa Gana Gueye
I,Senegal,Midfielder,Pape Gueye
I,Senegal,Midfielder,Lamine Camara
I,Senegal,Midfielder,Habib Diarra
I,Senegal,Midfielder,Pathe Ciss
I,Senegal,Midfielder,Pape Matar Sarr
I,Senegal,Midfielder,Bara Sapoko Ndiaye
I,Senegal,Forward,Sadio Mane
I,Senegal,Forward,Ismaila Sarr
I,Senegal,Forward,Iliman Ndiaye
I,Senegal,Forward,Assane Diao
I,Senegal,Forward,Ibrahim Mbaye
I,Senegal,Forward,Nicolas Jackson
I,Senegal,Forward,Bamba Dieng
I,Senegal,Forward,Cherif Ndiaye
I,Iraq,Goalkeeper,Fahad Talib
I,Iraq,Goalkeeper,Jalal Hassan
I,Iraq,Goalkeeper,Ahmed Basil
I,Iraq,Defender,Hussein Ali
I,Iraq,Defender,Manaf Younis
I,Iraq,Defender,Zaid Tahseen
I,Iraq,Defender,Rebin Sulaka
I,Iraq,Defender,Akam Hashem
I,Iraq,Defender,Merchas Doski
I,Iraq,Defender,Ahmed Yahya
I,Iraq,Defender,Zaid Ismail
I,Iraq,Defender,Frans Putros
I,Iraq,Defender,Mustafa Saadoon
I,Iraq,Midfielder,Amir Al Ammari
I,Iraq,Midfielder,Kevin Yakob
I,Iraq,Midfielder,Zidane Iqbal
I,Iraq,Midfielder,Aimar Sher
I,Iraq,Midfielder,Ibrahim Bayesh
I,Iraq,Midfielder,Ahmed Qasim
I,Iraq,Midfielder,Youssef Amyn
I,Iraq,Midfielder,Marko Farji
I,Iraq,Forward,Ali Jassim
I,Iraq,Forward,Ali Al Hamadi
I,Iraq,Forward,Ali Yousef
I,Iraq,Forward,Aymen Hussein
I,Iraq,Forward,Mohanad Ali
I,Norway,Goalkeeper,Orjan Haskjold Nyland
I,Norway,Goalkeeper,Egil Selvik
I,Norway,Goalkeeper,Sander Tangvik
I,Norway,Defender,Julian Ryerson
I,Norway,Defender,Marcus Holmgren Pedersen
I,Norway,Defender,David Moller Wolfe
I,Norway,Defender,Fredrik Bjorkan
I,Norway,Defender,Kristoffer Ajer
I,Norway,Defender,Torbjorn Heggem
I,Norway,Defender,Leo Skiri Ostigard
I,Norway,Defender,Sondre Langas
I,Norway,Defender,Henrik Falchener
I,Norway,Midfielder,Martin Odegaard
I,Norway,Midfielder,Sander Berge
I,Norway,Midfielder,Fredrik Aursnes
I,Norway,Midfielder,Patrick Berg
I,Norway,Midfielder,Kristian Thorstvedt
I,Norway,Midfielder,Morten Thorsby
I,Norway,Midfielder,Thelo Aasgaard
I,Norway,Forward,Erling Haaland
I,Norway,Forward,Alexander Sorloth
I,Norway,Forward,Jorgen Strand Larsen
I,Norway,Forward,Antonio Nusa
I,Norway,Forward,Oscar Bobb
I,Norway,Forward,Andreas Schjelderup
I,Norway,Forward,Jens Petter Hauge
J,Argentina,Goalkeeper,Emiliano Martinez
J,Argentina,Goalkeeper,Geronimo Rulli
J,Argentina,Goalkeeper,Juan Musso
J,Argentina,Defender,Leonardo Balerdi
J,Argentina,Defender,Gonzalo Montiel
J,Argentina,Defender,Nicolas Tagliafico
J,Argentina,Defender,Lisandro Martinez
J,Argentina,Defender,Cristian Romero
J,Argentina,Defender,Nicolas Otamendi
J,Argentina,Defender,Facundo Medina
J,Argentina,Defender,Nahuel Molina
J,Argentina,Midfielder,Leandro Paredes
J,Argentina,Midfielder,Rodrigo De Paul
J,Argentina,Midfielder,Valentin Barco
J,Argentina,Midfielder,Giovani Lo Celso
J,Argentina,Midfielder,Exequiel Palacios
J,Argentina,Midfielder,Alexis Mac Allister
J,Argentina,Midfielder,Enzo Fernandez
J,Argentina,Forward,Julian Alvarez
J,Argentina,Forward,Lionel Messi
J,Argentina,Forward,Nicolas Gonzalez
J,Argentina,Forward,Thiago Almada
J,Argentina,Forward,Giuliano Simeone
J,Argentina,Forward,Nicolas Paz
J,Argentina,Forward,Jose Manuel Lopez
J,Argentina,Forward,Lautaro Martinez
J,Algeria,Goalkeeper,Oussama Benbot
J,Algeria,Goalkeeper,Melvin Masstil
J,Algeria,Goalkeeper,Luca Zidane
J,Algeria,Defender,Achraf Abada
J,Algeria,Defender,Rayan Ait Nouri
J,Algeria,Defender,Zinedine Belaid
J,Algeria,Defender,Rafik Belghali
J,Algeria,Defender,Ramy Bensebaini
J,Algeria,Defender,Samir Chergui
J,Algeria,Defender,Jaouen Hadjam
J,Algeria,Defender,Aissa Mandi
J,Algeria,Defender,Mohamed Amine Tougai
J,Algeria,Midfielder,Houssem Aouar
J,Algeria,Midfielder,Nabil Bentaleb
J,Algeria,Midfielder,Hicham Boudaoui
J,Algeria,Midfielder,Fares Chaibi
J,Algeria,Midfielder,Ibrahim Maza
J,Algeria,Midfielder,Yassine Titraoui
J,Algeria,Midfielder,Ramiz Zerrouki
J,Algeria,Forward,Mohamed Amine Amoura
J,Algeria,Forward,Nadir Benbouali
J,Algeria,Forward,Adil Boulbina
J,Algeria,Forward,Fares Ghedjemis
J,Algeria,Forward,Amine Gouiri
J,Algeria,Forward,Riyad Mahrez
J,Algeria,Forward,Anis Hadj Moussa
J,Algeria,Goalkeeper,Abdellatif Ramdane
J,Austria,Goalkeeper,Patrick Pentz
J,Austria,Goalkeeper,Alexander Schlager
J,Austria,Goalkeeper,Florian Wiegele
J,Austria,Defender,David Affengruber
J,Austria,Defender,David Alaba
J,Austria,Defender,Kevin Danso
J,Austria,Defender,Marco Friedl
J,Austria,Defender,Philipp Lienhart
J,Austria,Defender,Phillipp Mwene
J,Austria,Defender,Stefan Posch
J,Austria,Defender,Alexander Prass
J,Austria,Defender,Michael Svoboda
J,Austria,Midfielder,Carney Chukwuemeka
J,Austria,Midfielder,Florian Grillitsch
J,Austria,Midfielder,Konrad Laimer
J,Austria,Midfielder,Marcel Sabitzer
J,Austria,Midfielder,Xaver Schlager
J,Austria,Midfielder,Romano Schmid
J,Austria,Midfielder,Alessandro Schopf
J,Austria,Midfielder,Nicolas Seiwald
J,Austria,Midfielder,Paul Wanner
J,Austria,Midfielder,Patrick Wimmer
J,Austria,Forward,Marko Arnautovic
J,Austria,Forward,Michael Gregoritsch
J,Austria,Forward,Sasa Kalajdzic
J,Jordan,Goalkeeper,Yazeed Abu Laila
J,Jordan,Goalkeeper,Abdullah Al‑Fakhouri
J,Jordan,Goalkeeper,Noor Bani Attieh
J,Jordan,Defender,Abdullah Nasib
J,Jordan,Defender,Saad Al‑Rosan
J,Jordan,Defender,Yazan Al‑Arab
J,Jordan,Defender,Saleem Obeid
J,Jordan,Defender,Mohammad Abu Al‑Nadi
J,Jordan,Defender,Hossam Abu Al‑Dahab
J,Jordan,Defender,Ehsan Haddad
J,Jordan,Defender,Anas Bani
J,Jordan,Defender,Muhannad Abu Taha
J,Jordan,Defender,Mohammad Abu Hasheesh
J,Jordan,Midfielder,Noor Al‑Rawabdeh
J,Jordan,Midfielder,Nizar Al‑Rashdan
J,Jordan,Midfielder,Ibrahim Saadeh
J,Jordan,Midfielder,Rajaei Ayed
J,Jordan,Midfielder,Amer Jamous
J,Jordan,Midfielder,Mohammad Al‑Daoud
J,Jordan,Midfielder,Mahmoud Al‑Mardi
J,Jordan,Forward,Mousa Al‑Tamari
J,Jordan,Forward,Ouda Al‑Fakhouri
J,Jordan,Forward,Mohammad Abu Zraiq
J,Jordan,Forward,Ali Azaizeh
J,Jordan,Forward,Ibrahim Sabra
J,Jordan,Forward,Ali Olwan
K,Portugal,Goalkeeper,Diogo Costa
K,Portugal,Goalkeeper,Jose Sa
K,Portugal,Goalkeeper,Rui Silva
K,Portugal,Defender,Diogo Dalot
K,Portugal,Defender,Matheus Nunes
K,Portugal,Defender,Nelson Semedo
K,Portugal,Defender,Joao Cancelo
K,Portugal,Defender,Nuno Mendes
K,Portugal,Defender,Goncalo Inacio
K,Portugal,Defender,Renato Veiga
K,Portugal,Defender,Ruben Dias
K,Portugal,Defender,Tomas Araujo
K,Portugal,Midfielder,Ruben Neves
K,Portugal,Midfielder,Samuel Costa
K,Portugal,Midfielder,Joao Neves
K,Portugal,Midfielder,Vitinha
K,Portugal,Midfielder,Bruno Fernandes
K,Portugal,Midfielder,Bernardo Silva
K,Portugal,Forward,Joao Felix
K,Portugal,Forward,Francisco Trincao
K,Portugal,Forward,Francisco Conceicao
K,Portugal,Forward,Pedro Neto
K,Portugal,Forward,Rafael Leao
K,Portugal,Forward,Goncalo Guedes
K,Portugal,Forward,Goncalo Ramos
K,Portugal,Forward,Cristiano Ronaldo
K,DR Congo,Goalkeeper,Matthieu Epolo
K,DR Congo,Goalkeeper,Timothy Fayulu
K,DR Congo,Goalkeeper,Lionel Mpasi
K,DR Congo,Defender,Dylan Batubinsika
K,DR Congo,Defender,Rocky Bushiri
K,DR Congo,Defender,Gedoon Kalulu
K,DR Congo,Defender,Steve Kapuadi
K,DR Congo,Defender,Joris Kayembe
K,DR Congo,Defender,Arthur Masuaku
K,DR Congo,Defender,Chancel Mbemba
K,DR Congo,Defender,Axel Tuanzebe
K,DR Congo,Defender,Aaron Wan-Bissaka
K,DR Congo,Midfielder,Theo Bongonda
K,DR Congo,Midfielder,Brian Cipenga
K,DR Congo,Midfielder,Meshack Elia
K,DR Congo,Midfielder,Gael Kakuta
K,DR Congo,Midfielder,Edo Kayembe
K,DR Congo,Midfielder,Nathanael Mbuku
K,DR Congo,Midfielder,Samuel Moutoussamy
K,DR Congo,Midfielder,Ngal'ayel Mukau
K,DR Congo,Midfielder,Charles Pickel
K,DR Congo,Midfielder,Noah Sadiki
K,DR Congo,Forward,Cedric Bakambu
K,DR Congo,Forward,Simon Banza
K,DR Congo,Forward,Fiston Mayele
K,DR Congo,Forward,Yoane Wissa
K,Uzbekistan,Goalkeeper,Utkir Yusupov
K,Uzbekistan,Goalkeeper,Abduvohid Nematov
K,Uzbekistan,Goalkeeper,Botirali Ergashev
K,Uzbekistan,Defender,Rustam Ashurmatov
K,Uzbekistan,Defender,Farrukh Sayfiev
K,Uzbekistan,Defender,Khojiakbar Alijonov
K,Uzbekistan,Defender,Sherzod Nasrullaev
K,Uzbekistan,Defender,Umar Eshmurodov
K,Uzbekistan,Defender,Abdukodir Khusanov
K,Uzbekistan,Defender,Abdulla Abdullaev
K,Uzbekistan,Defender,Bekhruz Karimov
K,Uzbekistan,Defender,Jakhongir Urozov
K,Uzbekistan,Defender,Avazbek Ulmasaliev
K,Uzbekistan,Midfielder,Otabek Shukurov
K,Uzbekistan,Midfielder,Jaloliddin Masharipov
K,Uzbekistan,Midfielder,Odiljon Hamrobekov
K,Uzbekistan,Midfielder,Oston Urunov
K,Uzbekistan,Midfielder,Jamshid Iskanderov
K,Uzbekistan,Midfielder,Dostonbek Khamdamov
K,Uzbekistan,Midfielder,Abbosbek Fayzullaev
K,Uzbekistan,Midfielder,Akmal Mozgovoy
K,Uzbekistan,Midfielder,Azizjon Ganiev
K,Uzbekistan,Midfielder,Sherzod Esanov
K,Uzbekistan,Forward,Eldor Shomurodov
K,Uzbekistan,Forward,Igor Sergeev
K,Uzbekistan,Forward,Azizbek Amonov
K,Colombia,Goalkeeper,Camilo Vargas
K,Colombia,Goalkeeper,Alvaro Montero
K,Colombia,Goalkeeper,David Ospina
K,Colombia,Defender,Davinson Sanchez
K,Colombia,Defender,Jhon Lucumi
K,Colombia,Defender,Yerry Mina
K,Colombia,Defender,Willer Ditta
K,Colombia,Defender,Daniel Munoz
K,Colombia,Defender,Santiago Arias
K,Colombia,Defender,Johan Mojica
K,Colombia,Defender,Deiver Machado
K,Colombia,Midfielder,Richard Rios
K,Colombia,Midfielder,Jefferson Lerma
K,Colombia,Midfielder,Kevin Castano
K,Colombia,Midfielder,Juan Camilo Portilla
K,Colombia,Midfielder,Gustavo Puerta
K,Colombia,Midfielder,Jhon Arias
K,Colombia,Midfielder,Jorge Carrascal
K,Colombia,Midfielder,Juan Fernando Quintero
K,Colombia,Midfielder,James Rodriguez
K,Colombia,Midfielder,Jaminton Campaz
K,Colombia,Forward,Juan Camilo Hernandez
K,Colombia,Forward,Luis Diaz
K,Colombia,Forward,Luis Suarez
K,Colombia,Forward,Carlos Andres Gomez
K,Colombia,Forward,Jhon Cordoba
L,England,Goalkeeper,Jordan Pickford
L,England,Goalkeeper,Dean Henderson
L,England,Goalkeeper,James Trafford
L,England,Defender,Reece James
L,England,Defender,Ezri Konsa
L,England,Defender,Jarell Quansah
L,England,Defender,John Stones
L,England,Defender,Marc Guehi
L,England,Defender,Dan Burn
L,England,Defender,Nico O'Reilly
L,England,Defender,Djed Spence
L,England,Defender,Tino Livramento
L,England,Midfielder,Declan Rice
L,England,Midfielder,Elliot Anderson
L,England,Midfielder,Kobbie Mainoo
L,England,Midfielder,Jordan Henderson
L,England,Midfielder,Morgan Rogers
L,England,Midfielder,Jude Bellingham
L,England,Midfielder,Eberechi Eze
L,England,Forward,Harry Kane
L,England,Forward,Ivan Toney
L,England,Forward,Ollie Watkins
L,England,Forward,Bukayo Saka
L,England,Forward,Marcus Rashford
L,England,Forward,Anthony Gordon
L,England,Forward,Noni Madueke
L,Croatia,Goalkeeper,Dominik Livakovic
L,Croatia,Goalkeeper,Dominik Kotarski
L,Croatia,Goalkeeper,Ivor Pandur
L,Croatia,Defender,Josko Gvardiol
L,Croatia,Defender,Duje Caleta-Car
L,Croatia,Defender,Josip Sutalo
L,Croatia,Defender,Josip Stanisic
L,Croatia,Defender,Marin Pongracic
L,Croatia,Defender,Kristijan Jakic
L,Croatia,Defender,Martin Erlic
L,Croatia,Defender,Luka Vuskovic
L,Croatia,Midfielder,Luka Modric
L,Croatia,Midfielder,Mateo Kovacic
L,Croatia,Midfielder,Mario Pasalic
L,Croatia,Midfielder,Nikola Vlasic
L,Croatia,Midfielder,Luka Sucic
L,Croatia,Midfielder,Martin Baturina
L,Croatia,Midfielder,Petar Sucic
L,Croatia,Midfielder,Nikola Moro
L,Croatia,Midfielder,Toni Fruk
L,Croatia,Forward,Ivan Perisic
L,Croatia,Forward,Andrej Kramaric
L,Croatia,Forward,Ante Budimir
L,Croatia,Forward,Marco Pasalic
L,Croatia,Forward,Petar Musa
L,Croatia,Forward,Igor Matanovic
L,Ghana,Goalkeeper,Joseph Anang
L,Ghana,Goalkeeper,Benjamin Asare
L,Ghana,Goalkeeper,Lawrence Ati-Zigi
L,Ghana,Defender,Jonas Adjetey
L,Ghana,Defender,Derrick Luckassen
L,Ghana,Defender,Gideon Mensah
L,Ghana,Defender,Abdul Mumin
L,Ghana,Defender,Jerome Opoku
L,Ghana,Defender,Kojo Oppong Preprah
L,Ghana,Defender,Baba Abdul Rahman
L,Ghana,Defender,Alidu Seidu
L,Ghana,Defender,Marvin Senaya
L,Ghana,Midfielder,Augustine Boakye
L,Ghana,Midfielder,Abdul Fatawu Issahaku
L,Ghana,Midfielder,Elisha Owusu
L,Ghana,Midfielder,Thomas Partey
L,Ghana,Midfielder,Kwasi Sibo
L,Ghana,Midfielder,Kamal Deen Sulemana
L,Ghana,Midfielder,Caleb Yirenkyi
L,Ghana,Forward,Prince Kwabena Adu
L,Ghana,Forward,Jordan Ayew
L,Ghana,Forward,Christopher Bonsu Baah
L,Ghana,Forward,Ernest Nuamah
L,Ghana,Forward,Antoine Semenyo
L,Ghana,Forward,Brandon Thomas-Asante
L,Ghana,Forward,Inaki Williams
L,Panama,Goalkeeper,Orlando Mosquera
L,Panama,Goalkeeper,Luis Mejia
L,Panama,Goalkeeper,Cesar Samudio
L,Panama,Defender,Cesar Blackman
L,Panama,Defender,Jorge Gutierrez
L,Panama,Defender,Amir Murillo
L,Panama,Defender,Fidel Escobar
L,Panama,Defender,Andres Andrade
L,Panama,Defender,Edgardo Farina
L,Panama,Defender,Jose Cordoba
L,Panama,Defender,Eric Davis
L,Panama,Defender,Jiovany Ramos
L,Panama,Defender,Roderick Miller
L,Panama,Midfielder,Anibal Godoy
L,Panama,Midfielder,Adalberto Carrasquilla
L,Panama,Midfielder,Carlos Harvey
L,Panama,Midfielder,Cristian Martinez
L,Panama,Midfielder,Jose Luis Rodriguez
L,Panama,Midfielder,Cesar Yanis
L,Panama,Midfielder,Yoel Barcenas
L,Panama,Midfielder,Alberto Quintero
L,Panama,Midfielder,Azarias Londono
L,Panama,Forward,Ismael Diaz
L,Panama,Forward,Cecilio Waterman
L,Panama,Forward,Jose Fajardo
L,Panama,Forward,Tomas Rodriguez
